Date,Temp
2016-6-3,21
2016-6-4,19.54166667
2016-6-5,25.79166667
2016-6-6,18.16666667
2016-6-7,19.375
2016-6-8,18.29166667
2016-6-9,20.70833333
2016-6-10,18.08333333
2016-6-11,16.66666667
2016-6-12,16.45833333
2016-6-13,18.2
2016-6-14,19.54166667
2016-6-15,21.16666667
2016-6-16,20.08333333
2016-6-17,20.83333333
2016-6-18,19.45454545
2016-6-19,18.83333333
2016-6-20,23
2016-6-21,20.95833333
2016-6-22,20.41666667
2016-6-23,17
2016-6-24,18.79166667
2016-6-25,20.25
2016-6-26,21.5
2016-6-27,23.625
2016-6-28,24.20833333
2016-6-29,21.83333333
2016-6-30,19.29166667
2016-7-1,19.625
2016-7-2,22.41666667
2016-7-3,24.29166667
2016-7-4,25.79166667
2016-7-5,23.625
2016-7-6,24.625
2016-7-7,26.20833333
2016-7-8,25.625
2016-7-9,25.25
2016-7-10,26.75
2016-7-11,28.33333333
2016-7-12,20.16666667
2016-7-13,21.375
2016-7-14,19.83333333
2016-7-15,22.375
2016-7-16,21.58333333
2016-7-17,19.125
2016-7-18,22.83333333
2016-7-19,25.66666667
2016-7-20,25.33333333
2016-7-21,25.33333333
2016-7-22,23.29166667
2016-7-23,24.25
2016-7-24,23.58333333
2016-7-25,21.625
2016-7-26,22.70833333
2016-7-27,23.625
2016-7-28,23.45833333
2016-7-29,23.5
2016-7-30,26.16666667
2016-7-31,25.04166667
2016-8-1,25.58333333
2016-8-2,27.54166667
2016-8-3,28.5
2016-8-4,28.33333333
2016-8-5,25.65217391
2016-8-6,23.66666667
2016-8-7,20.625
2016-8-8,21.66666667
2016-8-9,23.91304348
2016-8-10,26.5
2016-8-11,27.875
2016-8-12,24.75
2016-8-13,26
2016-8-14,23.45833333
2016-8-15,21.625
2016-8-16,20.625
2016-8-17,22.04166667
2016-8-18,22.08333333
2016-8-19,20.83333333
2016-8-20,23
2016-8-21,22.25
2016-8-22,21.70833333
2016-8-23,23.29166667
2016-8-24,22.54166667
2016-8-25,16.58333333
2016-8-26,18.75
2016-8-27,18.79166667
2016-8-28,20.20833333
2016-8-29,18.66666667
2016-8-30,15.41666667
2016-8-31,19.83333333
2016-9-1,18.08333333
2016-9-2,18.54166667
2016-9-3,21.79166667
2016-9-4,20.375
2016-9-5,20.33333333
2016-9-6,19.54166667
2016-9-7,21.16666667
2016-9-8,19.125
2016-9-9,16.91666667
2016-9-10,15.08333333
2016-9-11,16.29166667
2016-9-12,16.79166667
2016-9-13,17.04166667
2016-9-14,19.58333333
2016-9-15,16.83333333
2016-9-16,16.29166667
2016-9-17,12.875
2016-9-18,13.625
2016-9-19,15.29166667
2016-9-20,17
2016-9-21,17.16666667
2016-9-22,17.95833333
2016-9-23,17.20833333
2016-9-24,16.70833333
2016-9-25,11.5
2016-9-26,14.29166667
2016-9-27,4.666666667
2016-9-28,8.166666667
2016-9-29,10.23076923
2016-9-30,13.875
2016-10-1,15.29166667
2016-10-2,12
2016-10-3,4.625
2016-10-4,5.958333333
2016-10-5,5.52173913
2016-10-6,4.416666667
2016-10-7,7.333333333
2016-10-8,2.708333333
2016-10-9,3.875
2016-10-10,3.541666667
2016-10-11,3.583333333
2016-10-12,2.708333333
2016-10-13,5
2016-10-14,10.25
2016-10-15,16.08333333
2016-10-16,12.875
2016-10-17,3.833333333
2016-10-18,6.166666667
2016-10-19,0.625
2016-10-20,0.1666666667
2016-10-21,-0.875
2016-10-22,-1
2016-10-23,1.875
2016-10-24,3.083333333
2016-10-25,3.125
2016-10-26,-2.416666667
